Event,Location,Date,Start,End,Image
Lone Wolf,Grand Théâtre de la Ville de Luxembourg,13.1,20:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/lone-wolf-C-zyBj/thumb_photos-20saison_24-EF-80-A125_placeholder4_3_main.jpg
Die Gesichter der Demokratie,Nationalmusée um Fëschmaart,17.10.2024,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/the-faces-of-democracy-81xTU2/thumb_generate-transform-transformId-1059_main
Les visages de la démocratie,Bibliothèque nationale du Luxembourg,17.10.2024,19:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/YA_WfjqcSO9VDTgf0gbu/les-visages-de-la-democratie-zbtaSg/thumb_202410-Democratie_main.jpg
Le Complexe de l’Autruche,Rotondes,18.1,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/le-complexe-de-l-autruche-VbuFL4/thumb_DSC_4024_main.JPG
Document: AL,Théâtre des Capucins,19.10.2024,18:00,19:30,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/document-al-8yOM0i/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Document-20AL_0_main.jpg
Bérénice,Grand Théâtre de la Ville de Luxembourg,20.1,17:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/berenice-w2gOTq/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_B-C3-A9r-C3-A9nice_main.jpg
"CONCERT ACTART: DANS <span class=""hyphen"">L'INTIMITÉ</span> DE CHOPIN",Conservatoire de la Ville de Luxembourg,23.10.2024,19:00,20:00,https://storage.googleapis.com/lu-echo-prod-experiences/hu9SQRNKVgfjZAYN2uFCBu/concert-actart-l-8217-ame-slave-RX_UUd/thumb_dfa-scaled_main.jpg
"Game On - <span class=""hyphen"">Educator's</span> Day",Rotondes,24.10.2024,14:00,20:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/game-on-educator-s-day-Xob_4U/thumb_GameOn_Rotondes_WEB_Sturm-19_main.jpg
Luxembourg LGBTIQ+ Panel,Cercle Cité,24.10.2024,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/orxhSud0rP6dHNtxVcio/luxembourg-lgbtiq-panel-k7MQAd/thumb_FG-9-Facebook-Event-Cover_main.png
Anna Erhard,Rotondes,24.10.2024,20:30,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/anna-erhard-uK6i1h/thumb_Anna-Erhard-DR_main.jpeg
La Tendresse,Grand Théâtre de la Ville de Luxembourg,22.1,20:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/la-tendresse-Y9cL6D/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_La-20Tendresse_main.jpg
nu:notes festival warm up,Rotondes,26.10.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/nu-notes-festival-warm-up-ODDvVr/thumb_ZEP-Banner-Photo_main.png
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,26.10.2024,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-ebWmP8/thumb_Foto-Cath-drale_main.jpg
Game On - Pub quiz,Rotondes,26.10.2024,14:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/game-on-pub-quiz-i-lgT8/thumb_DSC_0612_main.jpg
Game On,Rotondes,26.1,14:00,16:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/game-on-TtxrSU/thumb_GameOn_Rotondes_PRINT_Sturm-32_main.jpg
Player 1,Rotondes,27.10.2024,19:00,17:30,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/player-1-mV-Mja/thumb_Player1_WEB_SturmLaurent-19_main.jpg
Eutopia,Rotondes,25.1,14:30,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/eutopia-lA2stR/thumb_Giulia_Lenzi_13_main.jpg
Cimetière Notre-Dame: un patrimoine funéraire protégé,Cimetière Notre Dame de Luxembourg,27.10.2024,15:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/WYrvPQy_Wf5AOOtUbnaA/cimetiere-notre-dame-un-patrimoine-funeraire-protege-5sN-6J/thumb_CND-Famille-Wahl_main.jpg
Mette Ingvartsen,Grand Théâtre de la Ville de Luxembourg,26.1,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/mette-ingvartsen-gI4xIb/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Mette-20Ingvartsen_main.jpg
Opéra MET Live : Grounded,Ciné Utopia,19.1,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Open Floor: House Dance,Rotondes,2.1,19:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-house-dance-s_hUik/thumb_Open-Floor-House-Dance-Franklin-c-Simon_studi0_main.jpg
Open Floor: Hip Hop Dance,Rotondes,3.1,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-hip-hop-dance-jerSvn/thumb_Open-floor-hip-hop-dance-Hip-Hop-c-Pacini-Merian_main.jpg
Purple Disco Machine,den Atelier,02.11.2024,19:00,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/h3eQDfOmZb7PwFx13EgU/purple-disco-machine-myhnLm/thumb_PDM_1x1-onsale-Echo-lu_main.png
Die Sehnsucht nach dem Süden,Philharmonie Luxembourg,04.11.2024,19:30,13:15,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/die-sehnsucht-nach-dem-suden-cQH1mJ/thumb_08CAA367-FA4E-489D-8C04-22650D55A4C6_main.jpg
Sylvia Scarlett,Rotondes,05.11.2024,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/sylvia-scarlett-g2fY8k/thumb_c-Sylvia-Scarlett_main.jpg
Screenings on Inclusion - Should we all be feminists?,Cercle Cité,06.11.2024,12:30,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/vWKvKcB6gt1033eS-Z6W/screenings-on-inclusion-should-we-all-be-feminists-Zz65Yk/thumb_Banner_web_ShouldWeAllBeFeminists_main.png
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,09.11.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-fMB_jb/Foto-Cath-drale_main.jpg
Knuet,Rotondes,5.11,10:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/knuet-H1rQtC/thumb_KNUET-c-Bohumil-KOSTOHRYZ-0182_main.jpg
Schëppe Siwen,den Atelier,09.11.2024,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/MYU648u7NjJWUeeq9LG5/scheppe-siwen-BggPG4/thumb_s7-atelier-fb_main.jpg
CROWS,Rotondes,09.11.2024,20:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/crows-UWh4gY/thumb_crows-2_main.jpeg
Rambert,Grand Théâtre de la Ville de Luxembourg,6.11,20:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/rambert-PyWU0c/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Rambert_main.jpg
Labo Carnaval,Rotondes,10.11.2024,16:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/labo-carnaval-mqvGm2/thumb_Carnaval-26-Cie-ARTEZIA-Bohumil-KOSTOHRYZ_main.jpg
"TipTipTaps (1,5-2 ans)",Rotondes,14.11.2024,10:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/tiptiptaps-1-5-2-ans-iom_xa/thumb_TipTipTaps2021-Rotondes-25_main.jpg
"25. April 1974: Tag 1 des <span class=""hyphen"">demokratischen</span> Übergangs in Portugal",Nationalmusée um Fëschmaart,14.11.2024,18:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/25-april-1974-day-1-of-portugal-s-transition-to-democracy-PKJqQy/thumb_Visuel-Exposition-Revolution-des-oeillets_2024-05-08-064321_guxz_main.jpg
Winterreise,Théâtre des Capucins,7.11,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/winterreise-v2nwm9/thumb_photos-20saison_24-EF-80-A125_placeholder3_2_main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,16.11.2024,11:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-ebWmP8/thumb_Foto-Cath-drale_main.jpg
Après la répétition / Persona,Grand Théâtre de la Ville de Luxembourg,15.11,20:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/apres-la-repetition-persona-SIY_8N/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Apres-20la-20repetition-20Persona_main.jpg
Global field - a natur & environmental film series,Rotondes,19.11.2024,19:00,20:30,https://storage.googleapis.com/lu-echo-prod-experiences/X-cHLjcpeU2uAMc2Jot9/global-field-a-natur-environmental-film-series-ty3ReG/thumb_Screenshot-2024-06-04-at-15-56-18_main.png
Expressions of Humanity,Rotondes,20.11.2024,18:30,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/expressions-of-humanity-QPzoU8/thumb_DSC09546_main.JPG
Medea,Théâtre des Capucins,20.11.2024,20:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/medea---0GCc/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_medea_0_main.jpg
"<span class=""hyphen""> Portugiesische</span> politische Immigration in Luxemburg vor dem 25. April 1974",Nationalmusée um Fëschmaart,21.11.2024,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/portuguese-political-immigration-to-luxembourg-before-25-april-1974-viNZ80/thumb_Visuel-Exposition-Revolution-des-oeillets_2024-05-08-072117_afli_main.jpg
Waste Orchestra,Rotondes,22.11.2024,17:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/waste-orchestra-tjZwmi/thumb_20220411_Instrumentelabo-Rotondes-cEric-Engel-14_main.jpg
In C // 20 Sonneurs – Terry Riley / Erwan Keravec,Rotondes,22.11.2024,19:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/in-c-20-sonneurs-terry-riley-erwan-keravec-EBm9UM/thumb_IN_C_20_SONNEURS-12Christophe_Raynaud-de-Lage_main.jpg
"Gekrabbels, Gewibbels a Gekribbels",Rotondes,24.11.2024,10:00,16:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/gekrabbels-gewibbels-a-gekribbels-s5UftS/thumb_pexels-umsiedlungen-16532211_main.jpg
Cimetière du Val des Bons Malades,Cimetière Siechenhof / Bons Malades,24.11.2024,14:30,17:30,https://storage.googleapis.com/lu-echo-prod-experiences/WYrvPQy_Wf5AOOtUbnaA/cimetiere-du-val-des-bons-malades-gg8zus/thumb_Friedhof-Val-des-Bons-Malades-Monument-du-Souvenir-Fran-ais-Tom-Philippart_main.jpg
Visite guidée exclusive Cuvée Millésimée Crémant LUGA,Parc de la Ville Haute - Monument Amélie,24.11.2024,15:00,20:00,https://storage.googleapis.com/lu-echo-prod-experiences/duYXOT8_gKCp17rdCGP6/visite-guidee-exclusive-cuvee-millesimee-cremant-luga-D6ykcR/thumb_2411_SRvisiteguidee_Cremant_post_main.jpg
CONCERT ACTART: LA HARPE À PARIS,Conservatoire de la Ville de Luxembourg,26.11.2024,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/hu9SQRNKVgfjZAYN2uFCBu/concert-actart-la-harpe-a-paris-tsxtp5/thumb_Nimax-2-scaled_main.jpg
Selig,den Atelier,27.11.2024,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/h3eQDfOmZb7PwFx13EgU/selig--ZnNIT/thumb_FBEvent_Selig-Echo-lu_main.png
Open Floor: House Dance,Rotondes,6.11,19:30,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-house-dance-l58Y8n/thumb_Open-Floor-House-Dance-Franklin-c-Simon_studi0_main.jpg
Chris Cohen,Rotondes,27.11.2024,20:30,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/chris-cohen-f2hR1Q/thumb_Chris-Cohen-KatieGarner_main.jpg
"Coragem hoje, abraços amanhã",Nationalmusée um Fëschmaart,28.11.2024,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/coragem-hoje-abracos-amanha-S5mf0h/thumb_Visuel-Exposition-Revolution-des-oeillets_2024-05-08-075405_ryqx_main.jpg
Open Floor: Hip Hop Dance,Rotondes,7.11,20:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-hip-hop-dance-fworOV/thumb_Open-floor-hip-hop-dance-Hip-Hop-c-Pacini-Merian_main.jpg
Fat Freddy's Drop,den Atelier,29.11.2024,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/h3eQDfOmZb7PwFx13EgU/fat-freddy-s-drop-_XTb96/thumb_FB-COVER-ECHO-Lu_main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,30.11.2024,11:00,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-ebWmP8/thumb_Foto-Cath-drale_main.jpg
Opéra MET Live : Tosca,Ciné Utopia,23.11,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Hommage à la danse - Une première chez les SEL,Philharmonie Luxembourg,02.12.2024,19:30,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/hommage-a-la-danse-une-premiere-chez-les-sel-S2ykvv/thumb_E247E3B6-A2EB-4D09-A9F3-219036B63ACE_main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,07.12.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-fMB_jb/Foto-Cath-drale_main.jpg
Feed your Mind pt. 2,Bibliothéik Cid | Fraen an Gender,07.12.2024,10:00,12:00,https://storage.googleapis.com/lu-echo-prod-experiences/BolY8gBzGTRmSD-8SrMU/feed-your-mind-pt-2-6ri1P2/thumb_Feed-Your-Mind_main.png
Jährliche Party,Centre Culturel Schéiss,07.12.2024,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/z2q3FiKU6Js18GbiUNFt/annual-party-KpTH4p/thumb_Save-the-date-annual-party-2024-1-_main.png
Link In My Bio,Grand Théâtre de la Ville de Luxembourg,7.12,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/link-in-my-bio-h7_z5O/thumb_photos-20saison_24-EF-80-A125_placeholder4_4_main.jpg
Così fan tutte,Grand Théâtre de la Ville de Luxembourg,6.12,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/cosi-fan-tutte-tN-9SZ/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Cosi-20Fan-20Tutte_0_main.jpg
Open Floor: House Dance,Rotondes,4.12,19:30,20:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-house-dance-gjl7xK/thumb_Open-Floor-House-Dance-Franklin-c-Simon_studi0_main.jpg
CONCERT ACTART: DER RIESE UND SEIN NACHFOLGER,Conservatoire de la Ville de Luxembourg,11.12.2024,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/hu9SQRNKVgfjZAYN2uFCBu/concert-actart-der-riese-und-sein-nachfolger-IoQ1Py/thumb_Lecuit-2-scaled_main.jpg
Honeyglaze,Rotondes,11.12.2024,20:30,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/honeyglaze-aH1Ar5/thumb_HONEYGLAZE_main.jpeg
Chunky Move,Grand Théâtre de la Ville de Luxembourg,10.12,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/chunky-move-2jN7sT/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Chunky-20Move_main.jpg
"Portugals Politik der <span class=""hyphen"">Aufmerksamkeit</span> und Verbundenheit gegenüber seinen Emigranten (1974-1976)",Nationalmusée um Fëschmaart,12.12.2024,17:30,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/portugal-s-policy-of-care-and-support-for-its-emigrants-1974-1976-m2vySR/thumb_Visuel-Exposition-Revolution-des-oeillets_2024-05-08-092317_lbje_main.jpg
Philo-Café,Le Bovary,19.09,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/AUk-8obk9cWhsbxUBPNu/philo-cafe-NbY-oQ/thumb_Unknown-1-2_main.jpeg
Open Floor: Hip Hop Dance,Rotondes,5.12,20:00,21:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/open-floor-hip-hop-dance-HYomwT/thumb_Open-floor-hip-hop-dance-Famille-Esch-c-Pacini-Merian_main.jpg
In My Mind,Théâtre des Capucins,12.12.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/in-my-mind-r_dr3U/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_In-20my-20mind_main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,14.12.2024,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-ebWmP8/thumb_Foto-Cath-drale_main.jpg
SPRINTS,Rotondes,14.12.2024,15:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/sprints-diV9SN/thumb_SPRINTS_main.jpeg
Die Symbolik der Nelkenblüte,Nationalmusée um Fëschmaart,15.09,8:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/the-symbolism-of-the-carnation-flower-kBXpzH/thumb_TOM5362_main.jpg
Oona Doherty,Grand Théâtre de la Ville de Luxembourg,14.12,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/oona-doherty-ydUtl2/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Oona-20Doherty_main.jpg
Une crèche musicale de Noël,Philharmonie Luxembourg,16.12.2024,19:30,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/une-creche-musicale-de-noel-92IYzz/thumb__I6A3372_copie_main.jpeg
Porridge Radio,Rotondes,17.12.2024,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/porridge-radio-ysTOHb/thumb_Porridge-Radio_main.jpg
"<span class=""hyphen""> Smartphone-Café </span>",ErwuesseBildung,4.09,14:00,,https://storage.googleapis.com/lu-echo-prod-experiences/AUk-8obk9cWhsbxUBPNu/smartphone-cafe-UZPJTS/image-8-4_main.jpeg
ENGLBRT X Compact Disk Dummies,Rotondes,18.12.2024,20:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/englbrt-x-compact-disk-dummies-YKrBs_/thumb_ENGLBRT-Eric-Engel_main.jpg
Neige,Grand Théâtre de la Ville de Luxembourg,17.12,20:00,20:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/neige-myTR05/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Neige_main.jpg
Vom Einzelbild zum Film: Erzählungen animieren,Nationalmusée um Fëschmaart,19.1,14:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/from-single-image-to-film-animating-stories-Nk7MtP/thumb_Luan-Workshop_main.jpg
CONCERT ACTART: DE MONTFORT À SAINT GERMAIN,Conservatoire de la Ville de Luxembourg,19.12.2024,19:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/hu9SQRNKVgfjZAYN2uFCBu/concert-actart-de-montfort-a-saint-germain--H_35o/thumb_Baumberger-2-scaled_main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,21.12.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-fMB_jb/Foto-Cath-drale_main.jpg
"Freiheit entwerfen: <span class=""hyphen"">Keramikfliesen</span> als Ausdruck der persönlichen Freiheit",Nationalmusée um Fëschmaart,19.09,17:15,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/designing-freedom-ceramic-tiles-an-expression-of-personal-freedom-t8_ZXx/thumb_generate-transform-transformId-690_main
B.DANCE,Grand Théâtre de la Ville de Luxembourg,21.12,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/b-dance-RGqwQj/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_B-DANCE__main.jpg
"<span class=""hyphen""> Orgelvorspiel </span>",Cathédrale Notre-Dame,28.12.2024,11:00,11:30,https://storage.googleapis.com/lu-echo-prod-experiences/bTNUZIGhTXYt1leMtZgW/organ-recital-ebWmP8/thumb_Foto-Cath-drale_main.jpg
"Alfredo Cunha, photographe. 50 ans de carrière",Nationalmusée um Fëschmaart,19.07.2024,,05.01.2025,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/alfredo-cunha-photographe-50-ans-de-carriere-eggOkN/thumb_2024025169_MNAHA_Com-Exposition-Cunha_banner-web-1500x1080_BAT_main.jpg
Le Petit Prince,Grand Théâtre de la Ville de Luxembourg,27.12.2024,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/le-petit-prince-i9pWNf/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Le-20petit-20prince_main.jpg
Black Air,Casino Luxembourg - Forum d'art contemporain,05.10.2024,,05.01.2025,https://storage.googleapis.com/lu-echo-prod-experiences/mSyL_Bz-W6m6MrMuixd5/black-air-eGdUT8/thumb_Image-20credit-20Ibrahim-20R-20Ineke_crp_main.jpg
Theaterlabos (6-7),Rotondes,07.01.2025,14:30,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/theaterlabos-6-7-2htfHS/thumb_Labos-Fest-2022-Rotondes-c-Eric-Engel-52_main.jpg
Theaterlabos (10-12 A),Rotondes,07.01.2025,16:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/theaterlabos-10-12-a-w1boh2/thumb_20230617_Labos-Fest-Eric-Engel-162_main.jpg
Theaterlabos (8-9),Rotondes,09.01.2025,14:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/theaterlabos-8-9-jYTGth/thumb_Labos-Fest-2022-Rotondes-c-Eric-Engel-52_main.jpg
Theaterlabos (12-13),Rotondes,09.01.2025,16:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/theaterlabos-10-12-b-Tj9rS-/thumb_20230617_Labos-Fest-Eric-Engel-195_main.jpg
Theaterlabos (13-19),Rotondes,09.01.2025,16:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/theaterlabos-13-19-Nt3uy3/thumb_20230617_Labos-Fest-Eric-Engel-46_main.jpg
Mit Freud und Lacan die sogenannten „Zehn Gebote“ lesen,ErwuesseBildung,26.09.2024,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/AUk-8obk9cWhsbxUBPNu/mit-freud-und-lacan-die-sogenannten-zehn-gebote-lesen-04whMw/thumb_books-2158737_1280_main.jpg
Birth,Grand Théâtre de la Ville de Luxembourg,9.01,20:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/birth-7fzYRb/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Birth_main.jpg
Ombra,Grand Théâtre de la Ville de Luxembourg,17.01,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/ombra-gUv8hL/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Ombra_main.jpg
Be Kind,Rotondes,14.01,10:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/be-kind-H7D7tP/thumb_Be-Kind-2_Emilie-Weise-Circustheater-c-Moon-Saris_main.jpg
Luxembourg LGBTIQ+ Panel,Rotondes,22.01.2025,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/luxembourg-lgbtiq-panel-xv4OCA/thumb_pexels-steve-Johnson-1704120_main.jpg
"<span class=""hyphen""> D’Geschicht</span> vum Kanner- a Jugendtheater zu Lëtzebuerg, Deel 1",Rotondes,22.01.2025,18:30,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/d-geschicht-vum-kanner-a-jugendtheater-zu-letzebuerg-deel-1-zFgaeF/thumb_Kannertheater-am-Centaure-1985_main.png
"<span class=""hyphen""> Märerchersdag </span>",Rotondes,25.01.2025,10:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/marerchersdag-kaZ5zV/thumb_Page-3-Photo1_Marerchersdag_CMYK_main.jpg
Die Wiederholung der Form zwischen Natur und Synthetik,Nationalmusée um Fëschmaart,21.07.2024,15:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/the-repetition-of-form-between-nature-and-synthetics-Fz3EKV/thumb_TOM6545_main.jpg
Wimmelbuch Launch,Rotondes,26.01.2025,11:00,15:30,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/wimmelbuch-launch-oWulEk/thumb_Page-5-Illustration-klein-CMYK_main.jpg
Wie Melodien zieht es mir leise durch den Sinn,Philharmonie Luxembourg,27.01.2025,19:30,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/wie-melodien-zieht-es-mir-leise-durch-den-sinn-CqcGd6/thumb_Huelshoff_Alexander_copie_main.jpeg
